imdb_title_id;title;original_title;year;date_published;genre;duration;country;language;director;writer;production_company;actors;description;avg_vote;votes;reviews_from_users;reviews_from_critics
tt0006753;The Half-Breed;The Half-Breed;1916;7/30/1916;Western;73;USA;English;Allan Dwan;Bret Harte, Anita Loos;Fine Arts Film Company;Douglas Fairbanks, Alma Rubens, Sam De Grasse, Tom Wilson, Frank Brownlee, Jewel Carmen, George Beranger;An outcast named Lo Dorman encounters a young woman lost in the woods. He defends her from danger in the forest and from Sheriff Dunn.;6.6;147;9;6
tt0006809;His Picture in the Papers;His Picture in the Papers;1916;2/13/1916;Comedy;62;USA;English;John Emerson;John Emerson, Anita Loos;Fine Arts Film Company;Douglas Fairbanks, Clarence Handyside, Rene Boucicault, Jean Temple, Charles Butler, Loretta Blake, Homer Hunt, Helena Rupport;A young man can only get the woman he loves if he becomes famous and manages to get his picture in the newspapers. He determines to let nothing stand in the way of his doing exactly that, ...;5.9;127;8;4
tt0007338;Sherlock Holmes;Sherlock Holmes;1916;5/15/1916;Mystery;116;USA;English;Arthur Berthelet;H.S. Sheldon, William Gillette;The Essanay Film Manufacturing Company;William Gillette, Marjorie Kay, Ernest Maupain, Edward Fielding, Mario Majeroni, Grace Reals, William Postance, Stewart Robbins, Burford Hampden, Chester Beery, Frank Hamilton, Fred Malatesta, Leona Ball, Hugh Thompson, Ludwig Kreiss;When a couple of swindlers hold young Alice Faulkner against her will in order to discover the whereabouts of letters which could spell scandal for the royal family, Sherlock Holmes is on the case.;6.4;313;10;16
tt0007340;Shoes;Shoes;1916;6/26/1916;Drama;60;USA;English;Lois Weber;Stella Wynne Herron, Jane Addams;Universal Film Manufacturing Company;Mary MacLaren, Harry Griffith, Mattie Witting, Jessie Arnold, William V. Mong;A young working girl must support her family on only five dollars (~ $120 in 2020) a week. The strain of trying to feed, house and clothe her mother, her father and three sisters finally ...;6.8;342;3;7
tt0007558;Where Are My Children?;Where Are My Children?;1916;5/01/1916;Drama;62;USA;English;Phillips Smalley, Lois Weber;Lucy Payton, Franklyn Hall;Lois Weber Productions;Tyrone Power Sr., Mrs. Tyrone Power, Marie Walcamp, Cora Drew, Rena Rogers, Alva D. Blake, Juan de la Cruz, C. Norman Hammond, William J. Hope, Marjorie Blynn, William Haben;A District Attorney's outspoken stand on abortion gets him in trouble with the local community.;6.3;591;25;7
tt0007755;Bucking Broadway;Bucking Broadway;1917;12/24/1917;Western;53;USA;English;John Ford;George Hively;Universal Film Manufacturing Company;Harry Carey, Molly Malone, L.M. Wells, Vester Pegg, William Steele;A ranch foreman battles a rich stockbroker for the affections of a beautiful young woman.;6;468;9;7
tt0008196;The Little Princess;The Little Princess;1917;11/11/1917;Drama;62;USA;English;Marshall Neilan;Frances Hodgson Burnett, Frances Marion;Mary Pickford Company;Mary Pickford, Norman Kerry, Katherine Griffith, Anne Schaefer, Zasu Pitts, W.E. Lawrence, Theodore Roberts, Gertrude Short, Gustav von Seyffertitz, Loretta Blake, George A. McDaniel;Little Sara Crewe is placed in a boarding school by her father when he goes off to war, but he does not understand that the headmistress is a cruel, spiteful woman who makes life miserable ...;5.7;638;4;2
tt0008634;Straight Shooting;Straight Shooting;1917;8/27/1917;Western;57;USA;English;John Ford;George Hively;Universal Film Manufacturing Company;Harry Carey, Duke R. Lee, George Berrell, Molly Malone, Ted Brooks, Hoot Gibson, Milton Brown, Vester Pegg;Cattleman Flint cuts off farmer Sims' water supply. When Sims' son Ted goes for water, one of Flint's men kills him. Cheyenne is sent to finish off Sims, but finding the family at the newly dug grave, he changes sides.;6.2;372;10;17
tt0008930;Broadway Love;Broadway Love;1918;1/21/1918;Romance;60;USA;English;Ida May Park;Ida May Park, W. Carey Wonderly;Universal Film Manufacturing Company;Dorothy Phillips, Juanita Hansen, William Stowell, Harry von Meter, Lon Chaney, Gladys Tennyson, Eve Southern;"A small-town girl goes to New York hoping to become a star on Broadway, but the best she can do are roles as chorus girls. She falls in with a ""fast"" crowd, notably a ""party girl"" named ...";6;116;3;1
tt0009356;The Married Virgin;The Married Virgin;1918;12/01/1918;Drama;71;USA;English;Joseph Maxwell;Hayden Talbot, Hayden Talbot;Maxwell Productions (I);Vera Sisson, Rudolph Valentino, Frank Newburg, Kathleen Kirkham, Edward Jobson, Lillian Leighton;An already engaged young woman is blackmailed into marrying a count in order to save her father from imprisonment.;5.2;616;10;2
tt0009440;Old Wives for New;Old Wives for New;1918;5/19/1918;Drama;60;USA;English;Cecil B. DeMille;Jeanie Macpherson, David Graham Phillips;Artcraft Pictures Corporation;Elliott Dexter, Florence Vidor, Sylvia Ashton, Wanda Hawley, Theodore Roberts, Helen Jerome Eddy, Marcia Manon, Julia Faye, J. Parks Jones, Edna Mae Cooper, Gustav von Seyffertitz, Tully Marshall, Lillian Leighton, Mayme Kelso, Alice Terry;Charles Murdock neglects his fat and lazy wife in favor of Juliet Raeburn but, when Juliet's name is involved in murder, he marries Viola and takes her to Paris.;6.4;178;12;2
tt0009608;Shifting Sands;Shifting Sands;1918;8/01/1918;Drama;60;USA;English;Albert Parker;Charles T. Dazey;Triangle Film Corporation;Gloria Swanson, Joe King, Harvey Clark, Leone Carton, Lillian Langdon, Arthur Millett, Myrtle Rishell;Marcia Grey is wrongly convicted on trumped-up evidence of a German. After serving her term, she rebuilds her life and marries well. The German then attempts to blackmail her into helping ...;5.1;697;8;1
tt0009796;The Whispering Chorus;The Whispering Chorus;1918;3/28/1918;Drama;86;USA;English;Cecil B. DeMille;Jeanie Macpherson, Perley Poore Sheehan;Famous Players-Lasky Corporation;Raymond Hatton, Kathlyn Williams, Edythe Chapman, Elliott Dexter, Noah Beery, Guy Oliver, John Burton, Tully Marshall, William H. Brown, James Neill, Gustav von Seyffertitz, Walter Lynch, Edna Mae Cooper;John Trimble has embezzled and obtains another identity by having a mutilated body buried in his place. He is later arrested for murdering himself. During the trial his mother, before dying...;6.8;262;14;5
tt0010193;The Greatest Question;The Greatest Question;1919;12/28/1919;Drama;80;USA;English;D.W. Griffith;William Hale, Stanner E.V. Taylor;First National Pictures;Lillian Gish, Robert Harron, Ralph Graves, Eugenie Besserer, George Fawcett, Tom Wilson, George Nichols, Josephine Crowell, Katherine Albert;An orphan girl is given shelter by a farm family, but soon finds herself in the clutches of a murderous farmer and his wife.;5.8;671;11;1
tt0010267;The Hoodlum;The Hoodlum;1919;8/31/1919;Comedy;78;USA;English;Sidney Franklin;Julie Mathilde Lippmann, Bernard McConville;Mary Pickford Company;Mary Pickford, Ralph Lewis, Kenneth Harlan, T.D. Crittenden, Aggie Herring, Andrew Arbuckle, Max Davidson, Paul Mullen, Buddy Messinger;A spoiled young rich girl is forced by misfortune to fight for survival in the slums and alleys, where she becomes involved with all manner of unpleasantness.;6.7;929;10;4
tt0010466;The Miracle Man;The Miracle Man;1919;8/26/1919;Drama;80;USA;English;George Loane Tucker;George M. Cohan, Robert Hobart Davis;Mayflower Photoplay Company;Lon Chaney, Betty Compson, Joseph J. Dowling, J.M. Dumont, Elinor Fair, Thomas Meighan, F.A. Turner, Lucille Hutton, Lawson Butt, KisaburÃ´ Kurihara;A gang of crooks evade the police by moving their operations to a small town. There the gang's leader encounters a faith healer and uses him to scam gullible public of funds for a supposed ...;6.6;145;5;6
tt0010925;Yankee Doodle in Berlin;Yankee Doodle in Berlin;1919;3/02/1919;Comedy;58;USA;English;F. Richard Jones;Mack Sennett;Mack Sennett Comedies;Bothwell Browne, Ford Sterling, Malcolm St. Clair, Bert Roach, Eva Thatcher, Marie Prevost, Ben Turpin, Charles Murray, Chester Conklin, Heinie Conklin, Joseph Belmont;Behind enemy lines, Captain Bob White disguises himself as a woman in order to fool members of the German High Command, including the Kaiser himself.;5.5;722;6;2
tt0011193;The Flapper;The Flapper;1920;5/10/1920;Comedy;88;USA;English;Alan Crosland;Frances Marion, Frances Marion;Selznick Pictures Corporation;Olive Thomas, Theodore Westman Jr., William P. Carleton, Warren Cook, Katherine Johnston, Arthur Housman, Louise Lindroth, Marcia Harris, Charles Craig, Bobby Connelly, Maurice Steuart;Ginger grows up in a slow town. Because of her wild attitude, her father decides to send her to a strict boarding school. Despite the strictness, the girls have fun getting into flapper lifestyle trouble including flirting.;6.6;291;12;4
tt0011415;The Love Flower;The Love Flower;1920;8/22/1920;Drama;70;USA;English;D.W. Griffith;D.W. Griffith, Ralph Stock;D.W. Griffith Productions;Carol Dempster, Richard Barthelmess, George MacQuarrie, Anders Randolf, Florence Short, Crauford Kent, Adolph Lestina, William James, Jack Manning;A man murders his wife's lovers, escapes with his daughter to the South Pacific. A detective pursues him, joined by a young man who eventually falls in love with the daughter.;5.9;105;11;2
tt0011753;Terror Island;Terror Island;1920;4/01/1920;Mystery;55;USA;English;James Cruze;Arthur B. Reeve, John Grey;Paramount Pictures;Harry Houdini, Jack Brammall, Lila Lee, Wilton Taylor, Eugene Pallette, Ed Brady, Frank Bonner, Taylor N. Duncan, F.A. Turner, Rosemary Theby;An inventor travels to the South Seas, where there is buried treasure belonging to a girl. The girl's father is being held captive by cannibals until she returns a pearl that belongs to one of their idols.;5.5;168;5;2
tt0011948;Be My Wife;Be My Wife;1921;11/06/1921;Comedy;55;USA;English;Max Linder;Max Linder;Max Linder Productions;Max Linder, Alta Allen, Caroline Rankin, Lincoln Stedman, Rose Dione, Charles McHugh, Viora Daniel, Arthur Clayton;Max is determined to woo Mary, despite her Aunt Agatha's disapproval.;6.9;364;4;8
tt0012136;Enchantment;Enchantment;1921;10/30/1921;Comedy;90;USA;English;Robert G. Vignola;Frank R. Adams, Luther Reed;Cosmopolitan Productions;Marion Davies, Forrest Stanley, Edith Shayne, Tom Lewis, Arthur Rankin, Corinne Barker, Maude Turner Gordon, Edith Lyle, Huntley Gordon, Emmet Foy, Julia Hurley, Gilbert Rooney;The frothy experiences of a vain little flapper. Her father induces an actor friend to become a gentlemanly cave man and the film becomes another variation of the 'Taming of the Shrew' ...;6.4;268;6;1
tt0012382;Leap Year;Leap Year;1924;1/11/1924;Comedy;56;USA;English;James Cruze, Roscoe 'Fatty' Arbuckle;Walter Woods, Sarah Y. Mason;Paramount Pictures;Roscoe 'Fatty' Arbuckle, Lucien Littlefield, Mary Thurman, John McKinnon, Clarence Geldart, Harriet Hammond, Allen Durnell, Gertrude Short, Winifred Greenwood, Maude Wayne;A young man, heir to his misogynistic and millionaire uncle, and in love with a nurse, gets in trouble when he gives advice on marriage to his girlfriends.;6.1;268;9;1
tt0012397;Little Lord Fauntleroy;Little Lord Fauntleroy;1921;9/15/1921;Drama;112;USA;English;Alfred E. Green, Jack Pickford;Frances Hodgson Burnett, Bernard McConville;Mary Pickford Company;Mary Pickford, Claude Gillingwater, Joseph J. Dowling, James A. Marcus, Kate Price, Fred Malatesta, Rose Dione, Arthur Thalasso, Colin Kenny, Emmett King, Madame De Bodamere, Jackie Condon, Gordon Griffith, Francis Marion;An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.;6.7;276;7;4
tt0012408;The Love Light;The Love Light;1921;1/09/1921;Drama;89;USA;English;Frances Marion;Frances Marion;Mary Pickford Company;Mary Pickford, Evelyn Dumo, Raymond Bloomer, Fred Thomson, Albert Prisco, George Regas, Eddie Phillips, Jean De Briac;Angela maintains a coastal lighthouse in Italy, where she awaits the return of her brothers from the war. She learns they are casualties and takes solace in the arms of an American sailor ...;6.5;338;12;2
tt0012642;A Sailor-Made Man;A Sailor-Made Man;1921;12/25/1921;Comedy;47;USA;None, English;Fred C. Newmeyer;Hal Roach, Sam Taylor;Hal Roach Studios;Harold Lloyd, Mildred Davis, Noah Young, Dick Sutherland;An idle, wealthy playboy foolishly joins the Navy when the father of the girl he wants to marry tells him to get a job to prove himself worthy.;6.9;941;13;5
tt0013367;The Man from Beyond;The Man from Beyond;1922;4/02/1922;Mystery;74;USA;English;Burton L. King;Harry Houdini, Coolidge Streeter;Houdini Picture Corporation;Harry Houdini, Arthur Maude, Albert Tavernier, Erwin Connelly, Frank Montgomery, Luis Alberni, Yale Benner, Jane Connelly, Nita Naldi;A man who has been frozen in the Arctic ice for 100 years returns to civilization to find his lost love.;5.4;226;12;9
tt0013386;Donne viennesi;Merry-Go-Round;1923;9/03/1923;Drama;110;USA;English;Rupert Julian, Erich von Stroheim;Finis Fox, Harvey Gates;Universal Pictures;Norman Kerry, Mary Philbin, Cesare Gravina, Edith Murgatroyd, George Hackathorne, George Siegmann, Dale Fuller, Lillian Sylvester, Spottiswoode Aitken, Dorothy Wallace, Albert Edmondson, Albert Conti, Charles King, Fenwick Oliver, Sidney Bracey;A nobleman, posing as a necktie salesman, falls in love with the daughter of a circus puppeteer, even though he is already married to the daughter of his country's war minister.;6.6;293;6;2
tt0013450;Oliver Twist;Oliver Twist;1922;10/30/1922;Drama;98;USA;English;Frank Lloyd;Charles Dickens, Frank Lloyd;Jackie Coogan Productions;Jackie Coogan, James A. Marcus, Aggie Herring, Lewis Sargent, Joan Standing, Carl Stockdale, Edouard Trebaol, Lon Chaney, Taylor Graves, George Siegmann, Gladys Brockwell, Lionel Belmore, Florence Hale, Joseph Hazelton, Gertrude Claire;An orphan named Oliver Twist meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.;6.7;706;19;2
tt0013592;Shadows;Shadows;1922;11/10/1922;Drama;70;USA;English;Tom Forman;Wilbur Daniel Steele, Eve Unsell;B.P. Schulberg Productions;Lon Chaney, Marguerite De La Motte, Harrison Ford, John St. Polis, Walter Long, Buddy Messinger, Priscilla Bonner, Frances Raymond;A dying Chinese man converts to Christianity in order to stop a friend from being blackmailed.;6.3;365;16;7
tt0013704;The Trap;The Trap;1922;5/09/1922;Drama;60;USA;English;Robert Thornby;Lon Chaney, Lucien Hubbard;Universal Film Manufacturing Company;Lon Chaney, Alan Hale, Dagmar Godowsky, Stanley Goethals, Irene Rich, Spottiswoode Aitken, Herbert Standing, Frank Campeau;A miner's happiness is destroyed when a rival steals his mine. He becomes obsessed with revenge, and plans a trap for the man who took his mine.;6;118;10;3
tt0014358;Il pellegrino;The Pilgrim;1923;5/06/1927;Comedy;47;USA;None, English;Charles Chaplin;Charles Chaplin;Charles Chaplin Productions;Charles Chaplin, Edna Purviance, Syd Chaplin, Mai Wells, Dean Riesner, Charles Reisner, Tom Murray, Kitty Bradbury, Mack Swain, Loyal Underwood, Henry Bergman;The Tramp is an escaped convict who is mistaken as a pastor in a small town church.;7.4;4261;26;15
tt0014463;The Shock;The Shock;1923;6/10/1923;Drama;96;USA;English;Lambert Hillyer;Charles Kenyon, William Dudley Pelley;Universal Pictures;Lon Chaney, Virginia Valli, Jack Mower, William Welsh, Henry A. Barrows, Christine Mayo, Harry De Vere, John Beck, Walter Long;A gang of blackmailers sends a cripple to San Francisco to expose a banker they have been blackmailing. However, the cripple meets and falls in love with the banker's daughter.;6.5;375;18;6
tt0014760;Captain January;Captain January;1924;7/06/1924;Drama;64;USA;English;Edward F. Cline;John Grey, Laura E. Richards;Sol Lesser Productions;Hobart Bosworth, Baby Peggy, Irene Rich, Lincoln Stedman, Harry T. Morey, Barbara Tennant, John Merkyl, Emmett King;A lighthouse keeper finds a little girl who is washed ashore tied to some wreckage. He adopts her and they become inseparable. Eventually her real family finds her and tries to take her away.;6.9;208;9;3
tt0014869;The Enchanted Cottage;The Enchanted Cottage;1924;3/24/1924;Drama;70;USA;English;John S. Robertson;Gertrude Chase, Josephine Lovett;Inspiration Pictures;Richard Barthelmess, May McAvoy, Ida Waterman, Alfred Hickman, Florence Short, Marion Coakley, Holmes Herbert, Ethel Wright, Harry Allen;A crippled World War I veteran retracts to a small cottage in the countryside to escape from his nosy family and to hide from the outside world. There he meets a plain but also a very kind ...;6.5;611;6;2
tt0014874;The Family Secret;The Family Secret;1924;9/28/1924;Drama;70;USA;English;William A. Seiter;Augustus Thomas, Frances Hodgson Burnett;Universal Pictures;Baby Peggy, Gladys Hulette, Frank Currier, Lucy Beaumont, Edward Earle, Martin Turner, Elizabeth Mackey, Martha Mattox, Cesare Gravina;A modest man unknowingly has a baby with a woman from a affluent family.Through a series of coincidences he is reunited with his daughter, forcing the family to confront its secrets.;6.3;119;6;1
tt0015200;Open All Night;Open All Night;1924;10/13/1924;Comedy;64;USA;English;Paul Bern;Willis Goldbeck, Paul Morand;Paramount Pictures;Viola Dana, Jetta Goudal, Adolphe Menjou, Raymond Griffith, Maurice 'Lefty' Flynn, Gale Henry, Jack Giddings, KÃ¡roly HuszÃ¡r;A couple's marriage is going stale. She wants a take-charge kind of guy, someone who'll show her who the boss is. He's not that type, and in fact believes that women don't really respect ...;4.7;104;5;1
tt0015268;The Red Lily;The Red Lily;1924;9/08/1924;Drama;81;USA;None;Fred Niblo;Fred Niblo, Bess Meredyth;Metro-Goldwyn Pictures Corporation;Ramon Novarro, Enid Bennett, Frank Currier, Mitchell Lewis, Rosita Marstini, Sidney Franklin, Wallace Beery, George Nichols, Emily Fitzroy, George Periolat, Rosemary Theby, Milla Davenport, Gibson Gowland, Dick Sutherland;Two young lovers escape their past lives to Paris until fate separates them.;7.1;415;22;4
tt0015518;Yolanda;Yolanda;1924;9/15/1924;Romance;74;USA;English;Robert G. Vignola;Charles Major, Luther Reed;Cosmopolitan Productions;Marion Davies, Lyn Harding, Holbrook Blinn, Macklyn Arbuckle, Johnny Dooley, Arthur Donaldson, Ralph Graves, Ian Maclaren, Gustav von Seyffertitz, Theresa Maxwell Conover, Martin Faust, Thomas Findley, Paul McAllister, Leon Errol, Mary Kennedy;Princess Mary of Burgundy, traveling in disguise using the name of Yolanda, attends a silk fair and falls in love with Maximilian, who has disguised himself as a knight. Later Maximilian is...;5.8;121;1;1
tt0015634;Body and Soul;Body and Soul;1925;11/09/1925;Drama;102;USA;English;Oscar Micheaux;Oscar Micheaux, Oscar Micheaux;Micheaux Film;Paul Robeson, Marshall Rogers, Lawrence Chenault, Chester A. Alexander, Walter Cornick, Lillian Johnson, Madame Robinson;A minister is malevolent and sinister behind his righteous facade. He consorts with, and later extorts from, the owner of a gambling house, and betrays an honest girl, eventually driving ...;6.2;767;14;12
tt0015684;The Circle;The Circle;1925;9/22/1925;Drama;71;USA;English;Frank Borzage;Kenneth B. Clarke, W. Somerset Maugham;Metro-Goldwyn-Mayer (MGM);Eleanor Boardman, Malcolm McGregor, Alec B. Francis, Eugenie Besserer, George Fawcett, Creighton Hale, Otto Hoffman, Eulalie Jensen, Buddy Smith, Joan Crawford, Frank Braidwood, Derek Glynne;Elizabeth Cheney has a wealthy husband, social prominence and everything she could want in life . . . except Ted Lutton, the man she loves. Now, she must decide whether to give up ...;6.3;491;12;4
tt0015872;The Goose Woman;The Goose Woman;1925;12/27/1925;Drama;80;USA;English;Clarence Brown;Rex Beach, Dwinelle Benthall;Universal Pictures;Jack Pickford, Louise Dresser, Constance Bennett, Marc McDermott, Spottiswoode Aitken, James O. Barrows, George Nichols, Gustav von Seyffertitz, George Cooper, Kate Price;A famous opera singer lost her voice when her son was born, and has drowned her sorrows in drink. When a murder is committed near her house, she invents a story in order to get herself back...;6.9;151;6;3
tt0015909;Her Sister from Paris;Her Sister from Paris;1925;8/02/1925;Comedy;70;USA;English;Sidney Franklin;Ludwig Fulda, Hanns KrÃ¤ly;Joseph M. Schenck Productions;Constance Talmadge, Ronald Colman, George K. Arthur, Gertrude Claire;A housewife poses as her sister, a notorious dancer, in order to fool her husband and teach him a lesson.;6.5;151;7;1
tt0016004;Il ventaglio di Lady Windermere;Lady Windermere's Fan;1925;4/08/1927;Comedy;120;USA;English;Ernst Lubitsch;Oscar Wilde, Julien Josephson;Warner Bros.;Ronald Colman, May McAvoy, Bert Lytell, Irene Rich, Edward Martindel, Carrie Daumery;A society woman believes her husband is having an affair, a misconception which may have dire personal consequences for all involved.;7.3;978;17;11
tt0016142;The Mystic;The Mystic;1925;9/27/1925;Drama;70;USA;English;Tod Browning;Tod Browning, Waldemar Young;Metro-Goldwyn-Mayer (MGM);Aileen Pringle, Conway Tearle, Mitchell Lewis, Robert Ober, Stanton Heck, David Torrence, Gladys Hulette, DeWitt Jennings;An American criminal imports a gang of Hungarian gypsies to gain control over a fortune. The victim, Doris Merrick, is persuaded by fake medium Zara to hand over her jewels to Nash.;6.4;105;3;5
tt0016308;Zingaresca;Sally of the Sawdust;1925;8/02/1925;Comedy;104;USA;English;D.W. Griffith;Dorothy Donnelly, Forrest Halsey;Paramount Pictures;Carol Dempster, W.C. Fields, Alfred Lunt, Erville Alderson, Effie Shannon, Charles Hammond, Roy Applegate, Florence Fair, Marie Shotwell, Glenn Anders;Judge Foster throws his daughter out because she married a circus man. She leaves her baby girl with Prof. McGargle before she dies. Years later Sally is a dancer with whom Peyton, a son of...;6.6;483;18;9
tt0016394;Stage Struck;Stage Struck;1925;11/16/1925;Comedy;70;USA;English;Allan Dwan;Frank R. Adams, Forrest Halsey;Paramount Pictures;Gloria Swanson, Lawrence Gray, Gertrude Astor, Oliver Sandys, Ford Sterling, Carrie Scott, Emil Hoch, Margery Whittington;A young woman dreams of becoming a great actress. When her boyfriend starts to flirt with an actual actress, she becomes jealous and decides to fight with her rival.;6.5;831;6;4
tt0016461;Tumbleweeds;Tumbleweeds;1925;12/27/1925;Western;78;USA;English;King Baggot, William S. Hart;Hal G. Evarts, C. Gardner Sullivan;William S. Hart Productions;William S. Hart, Barbara Bedford, Lucien Littlefield, J. Gordon Russell, Richard Neill, Jack Murphy, James Gordon, George F. Marion, Gertrude Claire, Lillian Leighton, Taylor N. Duncan;The government will grant a fringe of terrain for the settlers who want to live and work there. The starting sign will be a gunshot which will iniciate the run for the best fields and ...;6.5;538;20;7
